"79349","307473","","Dexter","1","1.0","2006-10-01",""
"79349","308834","","Crocodile","1","2.0","2006-10-08",""
"79349","310842","","Popping Cherry","1","3.0","2006-10-15",""
"79349","310843","","Let's Give the Boy a Hand","1","4.0","2006-10-22",""
"79349","310844","","Love American Style","1","5.0","2006-10-29",""
"79349","310845","","Return to Sender","1","6.0","2006-11-05",""
"79349","310846","","Circle of Friends","1","7.0","2006-11-12",""
"79349","310847","","Shrink Wrap","1","8.0","2006-11-19",""
"79349","310848","","Father Knows Best","1","9.0","2006-11-26",""
"79349","310849","","Seeing Red","1","10.0","2006-12-03",""
"79349","310850","","Truth Be Told","1","11.0","2006-12-10",""
"79349","310851","","Born Free","1","12.0","2006-12-17",""
"79349","327630","","It's Alive!","2","1.0","2007-09-30",""
"79349","331788","","Waiting to Exhale","2","2.0","2007-10-07",""
"79349","337023","","An Inconvenient Lie","2","3.0","2007-10-14",""
"79349","338044","","See-Through","2","4.0","2007-10-21",""
"79349","338045","","The Dark Defender","2","5.0","2007-10-28",""
"79349","341102","","Dex, Lies, and Videotape","2","6.0","2007-11-04",""
"79349","341298","","That Night, A Forest Grew","2","7.0","2007-11-11",""
"79349","341299","","Morning Comes","2","8.0","2007-11-18",""
"79349","341300","","Resistance Is Futile","2","9.0","2007-11-25",""
"79349","341301","","There's Something About Harry","2","10.0","2007-12-02",""
"79349","341302","","Left Turn Ahead","2","11.0","2007-12-09",""
"79349","341303","","The British Invasion","2","12.0","2007-12-16",""
"79349","385674","","Our Father","3","1.0","2008-09-28",""
"79349","385711","","Finding Freebo","3","2.0","2008-10-05",""
"79349","385782","","The Lion Sleeps Tonight","3","3.0","2008-10-12",""
"79349","385783","","All In the Family","3","4.0","2008-10-19",""
"79349","385784","","Turning Biminese","3","5.0","2008-10-26",""
"79349","385785","","Si Se Puede","3","6.0","2008-11-02",""
"79349","385786","","Easy As Pie","3","7.0","2008-11-09",""
"79349","385787","","The Damage a Man Can Do","3","8.0","2008-11-16",""
"79349","385788","","About Last Night","3","9.0","2008-11-23",""
"79349","402901","","Go Your Own Way","3","10.0","2008-11-30",""
"79349","402902","","I Had a Dream","3","11.0","2008-12-07",""
"79349","402904","","Do You Take Dexter Morgan?","3","12.0","2008-12-14",""
"79349","446798","","Living The Dream","4","1.0","2009-09-27",""
"79349","644501","","Remains to Be Seen","4","2.0","2009-10-04",""
"79349","644511","","Blinded By The Light","4","3.0","2009-10-11",""
"79349","644521","","Dex Takes a Holiday","4","4.0","2009-10-18",""
"79349","997641","","Dirty Harry","4","5.0","2009-10-25",""
"79349","997651","","If I Had a Hammer","4","6.0","2009-11-01",""
"79349","997661","","Slack Tide","4","7.0","2009-11-08",""
"79349","1197761","","Road Kill","4","8.0","2009-11-15",""
"79349","1197771","","Hungry Man","4","9.0","2009-11-22",""
"79349","1197781","","Lost Boys","4","10.0","2009-11-29",""
"79349","1230331","","Hello, Dexter Morgan","4","11.0","2009-12-06",""
"79349","1230341","","The Getaway","4","12.0","2009-12-13",""
"79349","2405491","","My Bad","5","1","2010-09-26",""
"79349","2488271","","Hello Bandit","5","2","2010-10-03",""
"79349","2488281","","Practically Perfect","5","3","2010-10-10",""
"79349","2488291","","Beauty and the Beast","5","4","2010-10-17",""
"79349","2460921","","First Blood","5","5","2010-10-24",""
"79349","2755231","","Everything Is Illumenated","5","6","2010-10-31",""
"79349","2857481","","Circle Us","5","7","2010-11-07",""
"79349","2857491","","Take It!","5","8","2010-11-14",""
"79349","2857501","","Teenage Wasteland","5","9","2010-11-21",""
"79349","2857511","","In the Beginning","5","10","2010-11-28",""
"79349","2895411","","Hop a Freighter","5","11","2010-12-05",""
"79349","2921571","","The Big One","5","12","2010-12-12",""
"79349","3994021","","Those Kinds of Things","6","1","2011-10-02",""
"79349","4104862","","Once Upon a Time...","6","2","2011-10-09",""
"79349","4122164","","Smokey and the Bandit","6","3","2011-10-16",""
"79349","4122165","","A Horse of a Different Color","6","4","2011-10-23",""
"79349","4122166","","The Angel of Death","6","5","2011-10-30",""
"79349","4134310","","Just Let Go","6","6","2011-11-06",""
"79349","4159032","","Nebraska","6","7","2011-11-13",""
"79349","4159033","","Sin of Omission","6","8","2011-11-20",""
"79349","4159034","","Get Gellar","6","9","2011-11-27",""
"79349","4159035","","Ricochet Rabbit","6","10","2011-12-04",""
"79349","4159036","","Talk to the Hand","6","11","2011-12-11",""
"79349","4159037","","This is the Way the World Ends","6","12","2011-12-18",""
"79349","4248734","","Are You...?","7","1","2012-09-30",""
"79349","4328753","","Sunshine and Frosty Swirl","7","2","2012-10-07",""
"79349","4333791","","Buck the System","7","3","2012-10-14",""
"79349","4345576","","Run","7","4","2012-10-21",""
"79349","4347734","","Swim Deep","7","5","2012-10-28",""
"79349","4363846","","Do the Wrong Thing","7","6","2012-11-04",""
"79349","4363847","","Chemistry","7","7","2012-11-11",""
"79349","4371993","","Argentina","7","8","2012-11-18",""
"79349","4385301","","Helter Skelter","7","9","2012-11-25",""
"79349","4385300","","The Dark...Whatever","7","10","2012-12-02",""
"79349","4385419","","Do You See What I See","7","11","2012-12-09",""
"79349","4385420","","Surprise, Motherfucker","7","12","2012-12-16",""
"121361","3254641","","Winter Is Coming","1","1.0","2011-04-18",""
"121361","3436411","","The Kingsroad","1","2.0","2011-04-25",""
"121361","3436421","","Lord Snow","1","3.0","2011-05-02",""
"121361","3436431","","Cripples, Bastards, and Broken Things","1","4.0","2011-05-09",""
"121361","3436441","","The Wolf and the Lion","1","5.0","2011-05-16",""
"121361","3436451","","A Golden Crown","1","6.0","2011-05-23",""
"121361","3436461","","You Win or You Die","1","7.0","2011-05-30",""
"121361","3360391","","The Pointy End","1","8.0","2011-06-06",""
"121361","4063481","","Baelor","1","9.0","2011-06-13",""
"121361","4063491","","Fire and Blood","1","10.0","2011-06-20",""
"121361","4161693","","The North Remembers","2","1.0","2012-04-02",""
"121361","4245771","","The Night Lands","2","2.0","2012-04-09",""
"121361","4245772","","What is Dead May Never Die","2","3.0","2012-04-16",""
"121361","4245773","","Garden of Bones","2","4.0","2012-04-23",""
"121361","4245774","","The Ghost of Harrenhal","2","5.0","2012-04-29",""
"121361","4245775","","The Old Gods and the New","2","6.0","2012-05-07",""
"121361","4245776","","A Man Without Honor","2","7.0","2012-05-14",""
"121361","4245777","","The Prince of Winterfell","2","8.0","2012-05-21",""
"121361","4245778","","Blackwater","2","9.0","2012-05-28",""
"121361","4245779","","Valar Morghulis","2","10.0","2012-06-04",""
"121361","4293685","","TBA","3","1","2013-03-31",""
"79488","308865","","Pilot","1","1.0","2006-10-11",""
"79488","308866","","The Aftermath","1","2.0","2006-10-18",""
"79488","308867","","Blind Date","1","3.0","2006-10-25",""
"79488","308868","","Jack the Writer","1","4.0","2006-11-01",""
"79488","311013","","Jack-Tor","1","5.0","2006-11-16",""
"79488","311010","","Jack Meets Dennis","1","6.0","2006-11-30",""
"79488","311012","","Tracy Does Conan","1","7.0","2006-12-07",""
"79488","311011","","The Break Up","1","8.0","2006-12-14",""
"79488","311604","","The Baby Show","1","9.0","2007-01-04",""
"79488","316764","","The Rural Juror","1","10.0","2007-01-10",""
"79488","316765","","The Head and the Hair","1","11.0","2007-01-18",""
"79488","320192","","Black Tie","1","12.0","2007-02-01",""
"79488","320499","","Up All Night","1","13.0","2007-02-08",""
"79488","320677","","The 'C' Word","1","14.0","2007-02-15",""
"79488","320885","","Hardball","1","15.0","2007-02-22",""
"79488","323243","","The Source Awards","1","16.0","2007-03-01",""
"79488","324051","","The Fighting Irish","1","17.0","2007-03-08",""
"79488","327682","","Fireworks","1","18.0","2007-04-05",""
"79488","327697","","Corporate Crush","1","19.0","2007-04-12",""
"79488","327698","","Cleveland","1","20.0","2007-04-19",""
"79488","327699","","Hiatus","1","21.0","2007-04-26",""
"79488","336606","","Seinfeld Vision","2","1.0","2007-10-04",""
"79488","337903","","Jack Gets in the Game","2","2.0","2007-10-11",""
"79488","337904","","The Collection","2","3.0","2007-10-18",""
"79488","337905","","Rosemary's Baby","2","4.0","2007-10-25",""
"79488","337906","","Greenzo","2","5.0","2007-11-08",""
"79488","337907","","Somebody to Love","2","6.0","2007-11-15",""
"79488","342291","","Cougars","2","7.0","2007-11-29",""
"79488","343234","","Secrets & Lies","2","8.0","2007-12-06",""
"79488","345107","","Episode 209","2","9.0","2007-12-13",""
"79488","347835","","Episode 210","2","10.0","2008-01-10",""
"79488","359110","","MILF Island","2","11.0","2008-04-10",""
"79488","359111","","Subway Hero","2","12.0","2008-04-17",""
"79488","359112","","Succession","2","13.0","2008-04-24",""
"79488","364835","","Sandwich Day","2","14.0","2008-05-01",""
"79488","364975","","Cooter","2","15.0","2008-05-08",""
"79488","400500","","Do-Over","3","1.0","2008-10-30",""
"79488","402805","","Believe in the Stars","3","2.0","2008-11-06",""
"79488","402806","","The One with the Cast of 'Night Court'","3","3.0","2008-11-13",""
"79488","402807","","Gavin Volure","3","4.0","2008-11-20",""
"79488","407874","","Reunion","3","5.0","2008-12-04",""
"79488","410342","","Christmas Special","3","6.0","2008-12-11",""
"79488","419191","","Senor Macho Solo","3","7.0","2009-01-08",""
"79488","419192","","Flu Shot","3","8.0","2009-01-15",""
"79488","424955","","Retreat to Move Forward","3","9.0","2009-01-22",""
"79488","431182","","Generalissimo","3","10.0","2009-02-05",""
"79488","431183","","St. Valentine's Day","3","11.0","2009-02-12",""
"79488","435725","","Larry King","3","12.0","2009-02-26",""
"79488","435726","","Goodbye, My Friend","3","13.0","2009-03-05",""
"79488","435727","","The Funcooker","3","14.0","2009-03-12",""
"79488","435728","","The Bubble","3","15.0","2009-03-19",""
"79488","468091","","Apollo, Apollo","3","16.0","2009-03-26",""
"79488","513031","","Cutbacks","3","17.0","2009-04-09",""
"79488","534601","","Jackie Jormp-Jomp","3","18.0","2009-04-16",""
"79488","534611","","The Ones","3","19.0","2009-04-23",""
"79488","534621","","The Natural Order","3","20.0","2009-04-30",""
"79488","534631","","Mamma Mia","3","21.0","2009-05-07",""
"79488","556381","","Kidney Now!","3","22.0","2009-05-14",""
"79488","1084341","","Season 4","4","1.0","2009-10-15",""
"79488","1184781","","Into the Crevasse","4","2.0","2009-10-22",""
"79488","1185671","","Stone Mountain","4","3.0","2009-10-29",""
"79488","1269231","","Audition Day","4","4.0","2009-11-05",""
"79488","1270041","","The Problem Solvers","4","5.0","2009-11-12",""
"79488","1308061","","Sun Tea","4","6.0","2009-11-19",""
"79488","1321231","","Dealbreakers Talk Show #0001","4","7.0","2009-12-03",""
"79488","1321241","","Secret Santa","4","8.0","2009-12-10",""
"79488","1529541","","Klaus and Greta","4","9.0","2010-01-14",""
"79488","1551041","","Black Light Attack!","4","10.0","2010-01-14",""
"79488","1583401","","Winter Madness","4","11.0","2010-01-21",""
"79488","1583411","","Verna","4","12.0","2010-02-04",""
"79488","1706571","","Anna Howard Shaw Day","4","13.0","2010-02-11",""
"79488","1847161","","Future Husband","4","14.0","2010-03-11",""
"79488","1847171","","Don Geiss, America and Hope","4","15.0","2010-03-18",""
"79488","1847181","","Floyd","4","16.0","2010-03-25",""
"79488","1984841","","Lee Marvin vs. Derek Jeter","4","17.0","2010-04-22",""
"79488","1984851","","Khonani","4","18.0","2010-04-22",""
"79488","2048861","","Argus","4","19.0","2010-04-29",""
"79488","2075101","","The Moms","4","20.0","2010-05-06",""
"79488","2122241","","Emanuelle Goes to Dinosaur Land","4","21.0","2010-05-13",""
"79488","2171411","","I Do Do","4","22.0","2010-05-20",""
"79488","2518051","","The Fabian Strategy","5","1.0","2010-09-23",""
"79488","2832681","","When It Rains, It Pours","5","2.0","2010-09-30",""
"79488","2845621","","Let's Stay Together","5","3.0","2010-10-07",""
"79488","2913171","","Live Show (East Coast)","5","4.0","2010-10-14",""
"79488","2972771","","Reaganing","5","5.0","2010-10-21",""
"79488","2972431","","Gentleman's Intermission","5","6.0","2010-11-04",""
"79488","3027201","","Brooklyn Without Limits","5","7.0","2010-11-11",""
"79488","3111391","","College","5","8.0","2010-11-18",""
"79488","3193701","","Chain Reaction of Mental Anguish","5","9.0","2010-12-02",""
"79488","3193721","","Christmas Attack Zone","5","10.0","2010-12-09",""
"79488","3388921","","Mrs. Donaghy","5","11.0","2011-01-20",""
"79488","3511021","","Operation Righteous Cowboy Lightning","5","12.0","2011-01-27",""
"79488","3609631","","¡Qué Sorpresa!","5","13.0","2011-02-03",""
"79488","3609651","","Double-Edged Sword","5","14.0","2011-02-10",""
"79488","3718221","","It's Never Too Late for Now","5","15.0","2011-02-17",""
"79488","3763601","","TGS Hates Women","5","16.0","2011-02-24",""
"79488","3784241","","Queen of Jordan","5","17.0","2011-03-17",""
"79488","3926071","","Plan B","5","18.0","2011-03-24",""
"79488","3990801","","I Heart Connecticut","5","19.0","2011-04-14",""
"79488","3990811","","100 (1)","5","20.0","2011-04-21",""
"79488","3990821","","100 (2)","5","20.1","2011-04-21",""
"79488","3990831","","Everything Sunny All the Time Always","5","21.0","2011-04-28",""
"79488","3990841","","Respawn","5","22.0","2011-05-05",""
"79488","4183946","","Dance Like Nobody's Watching","6","1.0","2012-01-12",""
"79488","4233755","","Idiots Are People Two!","6","2.0","2012-01-19",""
"79488","4241590","","Idiots Are People Three!","6","3.0","2012-01-26",""
"79488","4241591","","The Ballad of Kenneth Parcell","6","4.0","2012-01-26",""
"79488","4245765","","Today You Are a Man","6","5.0","2012-02-02",""
"79488","4245766","","Hey, Baby, What's Wrong? (1)","6","6.1","2012-02-09",""
"79488","4245767","","Hey, Baby, What's Wrong? (2)","6","6.2","2012-02-09",""
"79488","4245768","","The Tuxedo Begins","6","7.0","2012-02-16",""
"79488","4258916","","Leap Day","6","8.0","2012-02-23",""
"79488","4265806","","Alexis Goodlooking and the Case of the Missing Whisky","6","9.0","2012-03-01",""
"79488","4266557","","Standards and Practices","6","10.0","2012-03-08",""
"79488","4282969","","St. Patrick's Day","6","11.0","2012-03-15",""
"79488","4286972","","Grandmentor","6","12.0","2012-03-22",""
"79488","4286973","","Kidnapped by Danger","6","13.0","2012-03-22",""
"79488","4291939","","The Shower Principle","6","14.0","2012-03-29",""
"79488","4291940","","Nothing Left to Lose","6","15.0","2012-04-05",""
"79488","4291941","","Meet the Woggels","6","16.0","2012-04-12",""
"79488","4291942","","Murphy Brown Lied to Us","6","17.0","2012-04-19",""
"79488","4291943","","Live from Studio 6H (East Coast)","6","18.0","2012-04-26",""
"79488","4291944","","Queen of Jordan II: Mystery of the Phantom Pooper","6","19.0","2012-05-03",""
"79488","4291945","","The Return of Avery Jessup","6","20.0","2012-05-10",""
"79488","4291946","","What Will Happen to the Gang Next Year?","6","21.0","2012-05-17",""
"79488","4341948","","The Beginning of the End","7","1","2012-10-04",""
"79488","4357923","","Governor Dunston","7","2","2012-10-11",""
"79488","4357924","","Stride of Pride","7","3","2012-10-18",""
"79488","4357925","","Unwindulax","7","4","2012-10-25",""
"79488","4357926","","There's No I in America","7","5","2012-10-31",""
"79488","4357927","","Aunt Phatso vs. Jack Donaghy","7","6","2012-11-15",""
"79488","4357928","","TBA","7","7","2012-11-29",""
"79488","4357929","","TBA","7","8","2012-12-06",""
"79488","4357930","","TBA","7","9","2013-01-10",""
"79488","4357931","","TBA","7","10","2013-01-17",""
"79488","4357932","","TBA","7","11","2013-01-24",""
"79488","4357933","","TBA","7","12","2013-01-31",""
"79488","4357934","","tba (series finale)","7","13","",""